,Unnamed: 0,date,number of rooms,security level of the community,residence space,building space,basement space,aboveground space,noise level,waterfront,view,air quality level,building year,decoration year,district,city,zip code,region,exchange rate,lat,lng,is_renovated,total cost,label
2901,2901,2014/6/23 0:00,3,2.5,1640,1269,0,1640,3,0,0,3,2009,0,129 25th Ave E,Seattle,WA 98112,USA,7.233956338,47.6197575,-122.3000299,0,572929.1675,2
2902,2902,2014/6/23 0:00,4,2.5,3220,7875,0,3220,1.5,0,0,4,1966,0,16429 NE 18th St,Bellevue,WA 98008,USA,6.115478434,47.6260846,-122.1200386,0,584119.2267,2
2903,2903,2014/6/23 0:00,3,2.5,2260,10153,0,2260,2,0,0,3,1987,2000,20322 NE 34th Ct,Sammamish,WA 98074,USA,6.934492995,47.6410292,-122.0678972,1,572596.0834,2
2904,2904,2014/6/23 0:00,6,2.75,2660,8400,1110,1550,1,0,0,5,1962,0,12526 SE 61st St,Bellevue,WA 98006,USA,6.211843662,47.5489262,-122.1729241,0,597475.0262,2
2905,2905,2014/6/23 0:00,5,2,2130,4180,860,1270,1.5,0,0,5,1926,0,3220 44th Ave SW,Seattle,WA 98116,USA,7.703720974,47.5749918,-122.387689,0,599311.305,2
2906,2906,2014/6/23 0:00,4,3.5,2960,6000,0,2960,2,0,0,3,2014,0,34115 SE Ash St,Snoqualmie,WA 98065,USA,7.764609176,47.5191028,-121.8855942,0,620350.2374,2
2907,2907,2014/6/23 0:00,3,2.5,1500,1375,300,1200,2,0,0,3,2014,0,2811 14th Ave W,Seattle,WA 98119,USA,7.777827894,47.645174,-122.3752587,0,646489.9723,2
2908,2908,2014/6/23 0:00,4,2.5,2400,7351,0,2400,2,0,0,3,1990,2009,23836 SE 41st St,Issaquah,WA 98029,USA,6.795068389,47.5707187,-122.0219668,1,629960.8044,2
2909,2909,2014/6/23 0:00,3,3.25,1980,2850,0,1980,3,0,0,3,1987,2000,4318 Corliss Ave N,Seattle,WA 98103,USA,6.556324769,47.6597559,-122.3310531,1,642845.6104,2
2910,2910,2014/6/23 0:00,5,3,3190,7081,1300,1890,1,0,2,3,2013,1923,7528 S Laurel St,Seattle,WA 98178,USA,7.958548887,47.5090968,-122.2400055,1,626475.8385,2
2911,2911,2014/6/23 0:00,3,2.5,3310,5300,870,2440,2,0,2,3,2008,0,9400 44th Ave SW,Seattle,WA 98136,USA,7.174583515,47.5176797,-122.3891748,0,655672.0721,2
2912,2912,2014/6/23 0:00,4,2.5,2810,11120,0,2810,2,0,0,3,1982,0,22120 NE 26th Pl,Sammamish,WA 98074,USA,6.964883717,47.6325909,-122.0346265,0,606924.2372,2
2913,2913,2014/6/23 0:00,4,2.5,2650,30500,970,1680,1,0,0,4,1960,2001,23264 SE 54th Pl,Issaquah,WA 98029,USA,7.956631791,47.5534163,-122.0279177,1,633774.9896,2
2914,2914,2014/6/23 0:00,4,2.5,3420,30410,0,3420,2,0,0,3,1988,2000,18639 NE 202nd St,Woodinville,WA 98077,USA,7.428622328,47.7745168,-122.0878192,1,641646.2904,2
2915,2915,2014/6/23 0:00,4,2.25,2270,5102,930,1340,1,0,0,5,1954,0,3613 40th Ave W,Seattle,WA 98199,USA,6.054552262,47.6526941,-122.4081663,0,717520.1932,3
2916,2916,2014/6/23 0:00,4,2.5,2300,6158,0,2300,2,0,0,3,1999,0,9009 27th Ave NE,Seattle,WA 98115,USA,6.857327896,47.6942992,-122.2990766,0,738872.8754,3
2917,2917,2014/6/23 0:00,4,3.5,3910,59863,1420,2490,2,0,0,4,1987,0,13045 205th Pl SE,Issaquah,WA 98027,USA,6.008487478,47.4851857,-122.0674884,0,727434.4175,3
2918,2918,2014/6/23 0:00,4,3,3520,4895,1540,1980,1,0,0,3,1954,2005,301 NW 54th St,Seattle,WA 98107,USA,6.686916737,47.6677699,-122.3611002,1,785913.2851,3
2919,2919,2014/6/23 0:00,3,2.25,2380,11824,930,1450,1,0,0,4,1972,0,7234 91st Ave SE,Mercer Island,WA 98040,USA,6.761084205,47.5371274,-122.2181788,0,725005.3723,3
2920,2920,2014/6/23 0:00,5,2.5,4470,35124,0,4470,2.5,0,0,3,1984,0,15002 191st Ave NE,Woodinville,WA 98072,USA,6.591553289,47.7377091,-122.083815,0,601452.5965,2
2921,2921,2014/6/23 0:00,4,2.5,3030,29163,0,3030,2,0,0,3,1998,2006,5420 239th Pl NE,Redmond,WA 98053,USA,7.860006173,47.6568901,-122.0202938,1,798891.5386,3
2922,2922,2014/6/23 0:00,4,3.25,3440,7661,0,3440,2,0,0,3,2006,0,1630 28th Ave NE,Issaquah,WA 98029,USA,6.681653465,47.5428784,-121.9948974,0,888712.4599,3
2923,2923,2014/6/23 0:00,5,3.5,3500,10155,930,2570,2,0,0,3,1996,0,15563 SE 67th Pl,Bellevue,WA 98006,USA,6.094110468,47.5415261,-122.1329313,0,904862.0316,3
2924,2924,2014/6/23 0:00,4,2.5,3160,13194,0,3160,2,0,0,5,1965,0,6135 79th Ave SE,Mercer Island,WA 98040,USA,6.528125513,47.547191,-122.2332063,0,920510.6187,3
2925,2925,2014/6/23 0:00,4,3.75,3520,3944,1320,2200,1.5,0,0,5,1913,0,2551 5th Ave N,Seattle,WA 98109,USA,6.707311614,47.6423846,-122.3482394,0,1196266.956,3
2926,2926,2014/6/23 0:00,4,2.5,4570,74487,0,4570,2,0,4,5,1948,1985,1249 NW Elford Dr,Seattle,WA 98177,USA,6.336620472,47.7282723,-122.3720499,1,1154417.59,3
2927,2927,2014/6/24 0:00,2,1,690,5280,0,690,1,0,0,4,1942,1982,755 Dayton Ave NE,Renton,WA 98056,USA,6.135975799,47.4952824,-122.1870353,1,136208.1206,0
2928,2928,2014/6/24 0:00,3,1.5,1010,9600,0,1010,1,0,0,4,1962,0,21416 13th Ave S,Des Moines,WA 98198,USA,7.631085402,47.4096697,-122.3158324,0,122746.6578,0
2929,2929,2014/6/24 0:00,3,1,1000,8512,0,1000,1,0,0,3,1991,0,3402 261st Pl SE,Enumclaw,WA 98022,USA,6.911780555,47.4219217,-121.993518,0,166772.2285,0
2930,2930,2014/6/24 0:00,3,1,1050,7577,0,1050,1,0,0,3,1983,2009,34810 18th Ave SW,Federal Way,WA 98023,USA,6.572821525,47.2891223,-122.3570518,1,158533.7078,0
2931,2931,2014/6/24 0:00,3,1,1410,8053,0,1410,1,0,0,4,1951,1999,10320 Dibble Ave NW,Seattle,WA 98177,USA,6.31250629,47.7039904,-122.3671327,1,180166.5362,0
2932,2932,2014/6/24 0:00,2,1,970,5500,0,970,1,0,0,3,1956,2001,5031 Martin Luther King Jr Way S,Seattle,WA 98118,USA,7.084488467,47.5558887,-122.2908495,1,203134.1771,0
2933,2933,2014/6/24 0:00,3,1.5,1330,7600,0,1330,1,0,0,4,1968,0,2530 SW 325th Pl,Federal Way,WA 98023,USA,7.158008165,47.3102706,-122.3659579,0,183165.117,0
2934,2934,2014/6/24 0:00,3,1,880,18205,0,880,1,0,0,4,1945,0,11257 Crestwood Dr S,Seattle,WA 98178,USA,7.867252969,47.5013496,-122.2439726,0,156844.2499,0
2935,2935,2014/6/24 0:00,3,1.75,1330,13102,0,1330,1,0,0,3,1968,1997,903 S 317th St,Federal Way,WA 98003,USA,7.749233509,47.3172322,-122.3221809,1,173748.5855,0
2936,2936,2014/6/24 0:00,4,1.75,1850,6000,580,1270,1,0,0,4,1944,0,6909 S 124th St,Seattle,WA 98178,USA,7.346827635,47.4922525,-122.2468875,0,193833.5905,0
2937,2937,2014/6/24 0:00,4,2.75,2000,5827,0,2000,2,0,0,3,1997,0,26546 236th Pl SE,Maple Valley,WA 98038,USA,6.212632066,47.3628953,-122.0260877,0,216602.4717,0
2938,2938,2014/6/24 0:00,3,2.25,1670,7881,480,1190,1,0,0,4,1977,0,12046 SE 214th St,Kent,WA 98031,USA,6.494902806,47.4104639,-122.1798999,0,225332.1085,0
2939,2939,2014/6/24 0:00,2,2,1180,9265,0,1180,1,0,0,3,1940,1996,13321 30th Ave NE,Seattle,WA 98125,USA,7.965599609,47.7252066,-122.2966471,1,197829.9394,0
2940,2940,2014/6/24 0:00,3,1,1490,7435,370,1120,1,0,0,3,1969,2010,26000-26198 Woodmont Dr S,Des Moines,WA 98198,USA,6.564043288,47.3684249,-122.3132181,1,223305.7682,0
2941,2941,2014/6/24 0:00,3,1,990,9798,0,990,1,0,0,3,1968,1997,13101 NE 193rd Pl,Woodinville,WA 98072,USA,7.889189745,47.7670547,-122.1641169,1,256036.267,0
2942,2942,2014/6/24 0:00,3,2.5,1970,9607,880,1090,2,0,0,3,1988,2000,28426 37th Ave S,Auburn,WA 98001,USA,6.174585148,47.3461405,-122.2858549,1,256165.5833,0
2943,2943,2014/6/24 0:00,2,1,650,5400,0,650,1,0,0,3,1950,2005,1829 29th Ave,Seattle,WA 98122,USA,7.265882213,47.6185444,-122.2951694,1,266373.865,0
2944,2944,2014/6/24 0:00,3,1,2150,7007,0,2150,1,0,0,3,1954,2005,315 NW 183rd St,Shoreline,WA 98177,USA,7.331025127,47.7616138,-122.3619142,1,274130.6001,0
2945,2945,2014/6/24 0:00,2,1,750,5120,0,750,1,0,0,4,1941,1998,7920 34th Ave SW,Seattle,WA 98126,USA,6.672981233,47.5312178,-122.3749796,1,275808.4247,0
2946,2946,2014/6/24 0:00,4,2,1310,8454,0,1310,1,0,0,4,1953,1983,17547 11th Ave NE,Shoreline,WA 98155,USA,6.251787873,47.7571648,-122.3177075,1,291683.0815,0
2947,2947,2014/6/24 0:00,4,2.25,2210,9371,0,2210,2,0,0,4,1968,0,4129 Hampton Way,Kent,WA 98032,USA,7.727045358,47.3634484,-122.2788601,0,274252.6814,0
2948,2948,2014/6/24 0:00,4,1.75,2700,27072,1320,1380,1,0,0,3,1958,2004,34901-35199 Weyerhaeuser Way S,Federal Way,WA 98003,USA,6.945209199,47.2884221,-122.2927604,1,233467.0782,0
2949,2949,2014/6/24 0:00,5,2.5,2360,11375,1180,1180,1,0,0,4,1962,0,6277-6399 S 129th St,Seattle,WA 98178,USA,7.979919994,47.487391,-122.2545715,0,243257.8426,0
2950,2950,2014/6/24 0:00,4,2.5,2510,7992,900,1610,1,0,0,3,1978,0,3709 S 256th Ct,Kent,WA 98032,USA,7.742558256,47.3715742,-122.2851121,0,295076.84,0
2951,2951,2014/6/24 0:00,3,1.5,1460,8710,0,1460,1,0,0,3,1955,2005,1636 SW 164th St,Burien,WA 98166,USA,7.571527384,47.4561695,-122.3569737,1,282917.2693,0
2952,2952,2014/6/24 0:00,3,1,850,6906,0,850,1,0,0,3,1948,1994,15812 14th Avenue Northeast,Shoreline,WA 98155,USA,6.238886735,47.7440439,-122.3139705,1,299503.2389,0
2953,2953,2014/6/24 0:00,3,1.75,2000,7560,700,1300,1,0,0,4,1968,0,12621 SE 187th Pl,Renton,WA 98058,USA,7.810792736,47.4345961,-122.1710071,0,270691.6623,0
2954,2954,2014/6/24 0:00,2,1,900,5220,0,900,1,0,0,4,1956,0,10264 California Ave SW,Seattle,WA 98146,USA,6.476252741,47.510376,-122.3868896,0,318343.1608,1
2955,2955,2014/6/24 0:00,3,1,1480,7284,510,970,1,0,0,3,1963,2008,608 N 202nd St,Shoreline,WA 98133,USA,7.201246249,47.7757179,-122.3532801,1,332335.9704,1
2956,2956,2014/6/24 0:00,4,2,2470,5080,500,1970,1.5,0,0,3,1948,1988,7936 10th Ave SW,Seattle,WA 98106,USA,7.318882361,47.5308383,-122.347784,1,305532.2834,1
2957,2957,2014/6/24 0:00,3,1,1100,4128,380,720,1,0,0,4,1942,1982,8202 37th Ave SW,Seattle,WA 98126,USA,7.869444003,47.5295882,-122.3790895,1,313446.0455,1
2958,2958,2014/6/24 0:00,2,1.75,1210,7507,0,1210,1,0,0,3,1982,0,8101 NE 120th St,Kirkland,WA 98034,USA,6.808361601,47.7077819,-122.2339429,0,304310.0036,1
2959,2959,2014/6/24 0:00,4,1.75,1760,6204,580,1180,1,0,2,4,1950,1983,11008 Auburn Ave S,Seattle,WA 98178,USA,6.859355514,47.504501,-122.2402133,1,323356.6543,1
2960,2960,2014/6/24 0:00,3,1.5,1360,10726,0,1360,1,0,0,4,1966,0,12019 156th Ave SE,Renton,WA 98059,USA,7.725073791,47.4948067,-122.1335238,0,299376.0568,0
2961,2961,2014/6/24 0:00,4,2.5,2090,5289,0,2090,2,0,0,3,1989,0,19335 133rd Pl SE,Renton,WA 98058,USA,7.111349652,47.4289311,-122.163929,0,322279.183,1
2962,2962,2014/6/24 0:00,4,3,2560,5606,0,2560,2,0,0,3,2004,2003,12251 SE 306th Ct,Auburn,WA 98092,USA,6.174353728,47.3273942,-122.1781098,1,315415.9724,1
2963,2963,2014/6/24 0:00,2,1,740,7680,0,740,1,0,0,4,1922,0,8802 30th Ave SW,Seattle,WA 98126,USA,7.582656119,47.5245024,-122.371,0,326731.8194,1
2964,2964,2014/6/24 0:00,2,2.25,930,747,300,630,2,0,0,3,2007,0,2107 13th Ave S,Seattle,WA 98144,USA,7.438274405,47.5842831,-122.3163518,0,353043.1537,1
2965,2965,2014/6/24 0:00,3,1.75,1500,7200,0,1500,1,0,0,3,1957,2000,20015 Burke Ave N,Shoreline,WA 98133,USA,7.73801482,47.7747091,-122.3371117,1,349792.1258,1
2966,2966,2014/6/24 0:00,4,1.75,1450,8450,0,1450,1,0,0,3,1960,2012,417 SE Andrews St,Issaquah,WA 98027,USA,6.276582633,47.5288647,-122.0279469,1,338796.5872,1
2967,2967,2014/6/24 0:00,2,1.75,1240,3000,0,1240,1.5,0,0,3,1906,2014,150 NE 55th St,Seattle,WA 98105,USA,7.587388495,47.6688841,-122.3260395,1,361229.6476,1
2968,2968,2014/6/24 0:00,3,1.75,1840,11440,500,1340,1,0,0,4,1977,0,14923 SE 143rd Pl,Renton,WA 98059,USA,7.07113236,47.4740022,-122.1399091,0,324616.8601,1
2969,2969,2014/6/24 0:00,3,1,1660,11783,500,1160,1,0,0,4,1978,2000,17619 197th Ave NE,Woodinville,WA 98077,USA,7.877416412,47.7561479,-122.0749786,1,341308.8866,1
2970,2970,2014/6/24 0:00,3,2.5,1740,30886,0,1740,2,0,0,3,1992,0,47518 SE 153rd St,North Bend,WA 98045,USA,6.113711693,47.4600494,-121.7070265,0,193029.6679,0
2971,2971,2014/6/24 0:00,3,2.25,1860,15559,0,1860,2,0,0,4,1963,0,52435 SE 496th Pl,Enumclaw,WA 98022,USA,7.363002335,47.1559724,-121.6460766,0,269163.8448,0
2972,2972,2014/6/24 0:00,4,1.75,1250,7400,0,1250,1,0,0,5,1959,0,1039 165th Pl NE,Bellevue,WA 98008,USA,7.915761149,47.6197171,-122.1201293,0,355183.5905,1
2973,2973,2014/6/24 0:00,3,2.5,1600,1936,0,1600,2,0,0,3,2007,0,4517-4529 S Genesee St,Seattle,WA 98108,USA,7.978353221,47.5640017,-122.2759433,0,392428.9265,1
2974,2974,2014/6/24 0:00,4,1.75,1540,5120,770,770,1,0,0,5,1943,0,7350 31st Ave SW,Seattle,WA 98126,USA,7.111027617,47.5359343,-122.3722719,0,389025.8736,1
2975,2975,2014/6/24 0:00,3,2.5,2590,18980,0,2590,1,0,0,4,1976,1992,24292 141st Pl SE,Kent,WA 98042,USA,7.324070748,47.3838388,-122.1527626,1,340008.1583,1
2976,2976,2014/6/24 0:00,3,2.5,2970,23100,1460,1510,1,0,0,3,1967,2011,15351 NE 202nd St,Woodinville,WA 98072,USA,6.268874629,47.7735328,-122.1329837,1,316046.1633,1
2977,2977,2014/6/24 0:00,3,2,1230,11413,240,990,1,0,0,3,1984,0,22834 NE 25th Way,Sammamish,WA 98074,USA,7.052519972,47.6320711,-122.0339666,0,374456.9769,1
2978,2978,2014/6/24 0:00,3,2.5,3170,12750,810,2360,2,0,0,3,1995,0,29414 2nd Ave SW,Federal Way,WA 98023,USA,7.075469955,47.3383772,-122.3358545,0,371444.1138,1
2979,2979,2014/6/24 0:00,3,2.5,2280,6031,0,2280,2,0,0,3,2011,0,27927 NE 147th Cir,Duvall,WA 98019,USA,6.897130557,47.7323111,-121.9664944,0,414154.2115,1
2980,2980,2014/6/24 0:00,3,1.75,1070,8000,0,1070,1,0,0,3,1977,2004,10908 156th Ct NE,Redmond,WA 98052,USA,7.954310467,47.6978378,-122.1301522,1,355968.6428,1
2981,2981,2014/6/24 0:00,3,2.5,2140,3821,0,2140,2,0,0,3,2005,0,2971 NE Marquette Way,Issaquah,WA 98029,USA,7.853265169,47.5541266,-121.9950613,0,406956.5906,1
2982,2982,2014/6/24 0:00,3,2.5,1930,4500,0,1930,2,0,0,3,1990,2009,25238 SE 35th St,Issaquah,WA 98029,USA,6.384847802,47.5789632,-122.0010961,1,416643.034,1
2983,2983,2014/6/24 0:00,4,1.5,1600,6180,0,1600,1.5,0,0,3,1946,0,3856 38th Ave S,Seattle,WA 98118,USA,6.652446806,47.5680881,-122.2847589,0,420156.0052,1
2984,2984,2014/6/24 0:00,4,2.5,1890,8505,600,1290,1,0,0,3,1980,0,8619 169th Ct NE,Redmond,WA 98052,USA,6.06942412,47.6796188,-122.1150716,0,412896.0594,1
2985,2985,2014/6/24 0:00,3,1.75,1520,6380,730,790,1,0,0,3,1948,1994,2302 NE 91st St,Seattle,WA 98115,USA,6.02934105,47.6949991,-122.3039834,1,432881.9312,1
2986,2986,2014/6/24 0:00,3,1.75,2000,9900,520,1480,1,0,2,4,1957,2001,17705 3rd Pl SW,Normandy Park,WA 98166,USA,6.808533561,47.4435824,-122.3389678,1,381382.7067,1
2987,2987,2014/6/24 0:00,4,2.5,2950,4502,0,2950,2,0,0,3,2005,0,5100 NE 10th Pl,Renton,WA 98059,USA,6.445319925,47.5002085,-122.1510202,0,439091.9602,1
2988,2988,2014/6/24 0:00,3,2.25,1430,2003,450,980,2,0,0,3,1996,0,1362 31st Ave S,Seattle,WA 98144,USA,7.480555298,47.5908051,-122.292085,0,456044.0217,1
2989,2989,2014/6/24 0:00,3,1.75,1150,10466,0,1150,1,0,0,5,1959,0,12227 SE 55th Pl,Bellevue,WA 98006,USA,7.574800485,47.5532382,-122.1767473,0,388240.3344,1
2990,2990,2014/6/24 0:00,3,2.5,1500,5412,600,900,1,0,0,5,1920,0,5909 48th Ave SW,Seattle,WA 98136,USA,7.030807521,47.5498975,-122.3941314,0,470736.8974,1
2991,2991,2014/6/24 0:00,3,2,1300,14350,0,1300,1,0,0,3,1955,2013,4029 142nd Ave SE,Bellevue,WA 98006,USA,7.03095623,47.5735772,-122.151872,1,437945.022,1
2992,2992,2014/6/24 0:00,3,2.25,1420,1309,0,1420,3,0,0,3,2006,0,3821-3825 Whitman Ave N,Seattle,WA 98103,USA,7.195522079,47.6533603,-122.3463149,0,502416.9761,2
2993,2993,2014/6/24 0:00,3,1.75,2300,35722,0,2300,1,0,0,3,1984,0,16203 170th Ave NE,Woodinville,WA 98072,USA,7.687948384,47.7454568,-122.1123887,0,268888.1209,0
2994,2994,2014/6/24 0:00,2,1.5,1580,3680,300,1280,1,0,2,3,1941,1994,3036-3040 36th Ave SW,Seattle,WA 98126,USA,7.174906044,47.576307,-122.3767613,1,514170.5607,2
2995,2995,2014/6/24 0:00,3,2.5,2070,4132,0,2070,2,0,0,3,1999,0,463 243rd Pl SE,Sammamish,WA 98074,USA,6.372247123,47.6036154,-122.0147519,0,517701.4313,2
2996,2996,2014/6/24 0:00,5,2.75,3831,13800,0,3831,2,1,4,3,1959,1980,6208 SE 22nd St,Mercer Island,WA 98040,USA,6.126122931,47.5918608,-122.2508926,1,478911.3811,1
2997,2997,2014/6/24 0:00,2,1,2034,13392,875,1159,1,1,4,5,1947,0,13013 SW Bachelor Rd,Vashon,WA 98070,USA,6.563401205,47.3313646,-122.502858,0,523260.5057,2
2998,2998,2014/6/24 0:00,4,2.5,4620,20793,0,4620,2,0,0,4,1991,0,480 SW 345th St,Federal Way,WA 98023,USA,7.220349388,47.292692,-122.3421069,0,573833.0447,2
2999,2999,2014/6/24 0:00,3,2.25,2400,5000,960,1440,1.5,0,0,4,1926,1993,8322 28th Ave NW,Seattle,WA 98117,USA,7.289063848,47.6897277,-122.3927534,1,545766.8475,2
3000,3000,2014/6/24 0:00,3,2.5,2270,100545,0,2270,2,0,0,3,1998,2006,10613 SW 138th St,Vashon,WA 98070,USA,7.375960281,47.4815019,-122.4698595,1,390483.6011,1
3001,3001,2014/6/24 0:00,4,2.5,3190,8195,0,3190,2,0,0,3,2006,0,27463 254th Pl SE,Maple Valley,WA 98038,USA,7.87213498,47.355519,-122.0030837,0,582994.3069,2
3002,3002,2014/6/24 0:00,5,2.75,2730,22572,650,2080,1,0,0,3,1968,1992,22631 SE 18th Pl,Sammamish,WA 98075,USA,6.640187215,47.5931368,-122.0374083,1,576791.8549,2
3003,3003,2014/6/24 0:00,4,3.25,4690,14930,1010,3680,2,0,2,3,1995,0,19560 44th Ave NE,Lake Forest Park,WA 98155,USA,6.54750256,47.7717413,-122.2829624,0,579629.9093,2
3004,3004,2014/6/24 0:00,4,1.75,1740,7700,0,1740,1,0,0,5,1968,0,1800 172nd Ave NE,Bellevue,WA 98008,USA,6.682310244,47.6260951,-122.1111445,0,596112.8638,2
3005,3005,2014/6/24 0:00,3,1.75,1720,4080,760,960,1,0,0,4,1924,0,3219 37th Pl S,Seattle,WA 98144,USA,6.596826373,47.574667,-122.2869591,0,597879.9495,2
3006,3006,2014/6/24 0:00,4,2.5,2450,55387,0,2450,2,0,0,3,1994,0,2540 265th Ave NE,Redmond,WA 98053,USA,6.227004093,47.632242,-121.9847466,0,589623.8447,2
3007,3007,2014/6/24 0:00,3,2.5,2410,64073,590,1820,1,0,0,4,1976,1992,14828 NE 163rd St,Woodinville,WA 98072,USA,6.382776445,47.7457139,-122.1411063,1,226569.7568,0
3008,3008,2014/6/24 0:00,4,2.5,2050,2772,0,2050,2,0,0,3,2012,1912,1474 14th Pl NE,Issaquah,WA 98029,USA,7.171554538,47.5409187,-122.0102386,1,630663.5151,2
3009,3009,2014/6/24 0:00,4,2.5,2341,9594,0,2341,2,0,0,3,1997,0,11001-11025 169th Pl NE,Redmond,WA 98052,USA,7.152844676,47.698425,-122.1136411,0,578920.3897,2
3010,3010,2014/6/24 0:00,2,2.25,2550,6000,690,1860,2,0,0,5,1902,0,6054 5th Ave NE,Seattle,WA 98115,USA,6.606723933,47.6738424,-122.3232069,0,627301.2715,2
3011,3011,2014/6/24 0:00,6,2.75,2840,8346,1420,1420,1,0,0,5,1961,0,5407 S Lucile St,Seattle,WA 98118,USA,6.924918067,47.5518612,-122.2658073,0,638182.5597,2
3012,3012,2014/6/24 0:00,4,2.25,2420,10200,0,2420,2,0,0,4,1973,0,8516 SE 78th St,Mercer Island,WA 98040,USA,7.899693158,47.5336273,-122.224975,0,633888.7466,2
3013,3013,2014/6/24 0:00,3,3.5,2300,5611,0,2300,1,0,0,3,2004,2003,23339 NE 126th St,Redmond,WA 98053,USA,7.440673852,47.7121371,-122.026274,1,668580.4171,2
3014,3014,2014/6/24 0:00,3,1.5,1820,5756,180,1640,1.5,0,0,3,1946,0,716 W Etruria St,Seattle,WA 98119,USA,6.602179129,47.6479324,-122.3669408,0,652008.4676,2
3015,3015,2014/6/24 0:00,4,1.75,2330,5000,820,1510,1.5,0,0,4,1929,0,7326 9th Ave NW,Seattle,WA 98117,USA,7.73839998,47.682251,-122.3680717,0,686996.3255,2
3016,3016,2014/6/24 0:00,3,1.75,2200,9840,700,1500,1,0,0,5,1978,0,15222 SE 48th Dr,Bellevue,WA 98006,USA,7.034050637,47.5588875,-122.1360578,0,661547.2011,2
3017,3017,2014/6/24 0:00,4,2.5,2650,18295,0,2650,2,0,0,3,1986,0,211 140th Ave SE,Bellevue,WA 98005,USA,6.027211443,47.6074791,-122.1543332,0,671925.3384,2
3018,3018,2014/6/24 0:00,4,2.5,2440,4850,0,2440,2,0,0,3,2013,1923,11631 170th Ct NE,Redmond,WA 98052,USA,6.348823064,47.7043289,-122.1137668,1,715818.3748,3
3019,3019,2014/6/24 0:00,4,3.25,3090,9571,720,2370,2,0,0,3,2004,2003,11719 157th Ave NE,Redmond,WA 98052,USA,7.18190354,47.7057451,-122.1310235,1,742310.6903,3
3020,3020,2014/6/24 0:00,4,2.75,2610,8760,850,1760,1,0,0,4,1978,2000,8208 SE 26th St,Mercer Island,WA 98040,USA,7.499068212,47.5875245,-122.2289018,1,731011.6506,3
3021,3021,2014/6/24 0:00,4,3.5,3190,31450,0,3190,2,0,0,3,2010,0,11102 Upper Preston Rd SE,Issaquah,WA 98027,USA,6.990141815,47.501004,-121.9020739,0,587423.1565,2
3022,3022,2014/6/24 0:00,3,3.5,2130,6150,600,1530,2,0,2,5,1908,0,3215 37th Ave W,Seattle,WA 98199,USA,7.441457887,47.6491371,-122.4050432,0,804769.3869,3
3023,3023,2014/6/24 0:00,3,2.5,3200,203425,0,3200,1,0,0,3,2000,0,18415 244th Ave NE,Woodinville,WA 98077,USA,6.904669821,47.7613382,-122.0147875,0,469204.2667,1
3024,3024,2014/6/24 0:00,3,2,2540,4750,700,1840,1.5,0,0,5,1930,0,7524 34th Ave NW,Seattle,WA 98117,USA,7.872825509,47.6838341,-122.4001363,0,808949.8772,3
3025,3025,2014/6/24 0:00,4,3.5,3920,37122,0,3920,2,0,0,3,1996,0,2515 263rd Ct NE,Redmond,WA 98053,USA,6.435177627,47.6315779,-121.9879339,0,849844.0646,3
3026,3026,2014/6/24 0:00,4,3,3330,4000,1540,1790,1,0,0,3,1958,2004,4015 Midvale Ave N,Seattle,WA 98103,USA,6.762794577,47.6558642,-122.3438274,1,839166.2014,3
3027,3027,2014/6/24 0:00,4,2.25,3550,13900,1720,1830,1,0,0,3,2010,0,15831 SE 43rd Pl,Bellevue,WA 98006,USA,6.466900081,47.5680478,-122.1271224,0,801704.3875,3
3028,3028,2014/6/24 0:00,4,2.5,3220,22588,0,3220,2,0,0,3,1996,0,14305 214th Way NE,Woodinville,WA 98077,USA,7.829220977,47.7311173,-122.0546123,0,814631.278,3
3029,3029,2014/6/24 0:00,4,2.5,3030,3841,0,3030,3,0,0,3,2005,0,6709 9th Ave NW,Seattle,WA 98117,USA,7.404232401,47.6780928,-122.3690517,0,874045.2478,3
3030,3030,2014/6/24 0:00,4,3,3580,35261,0,3580,1.5,0,0,3,1985,0,17720 154th Ct NE,Woodinville,WA 98072,USA,7.372619675,47.7577455,-122.1339682,0,678174.462,2
3031,3031,2014/6/24 0:00,3,2.25,3060,9950,1250,1810,1.5,0,2,4,1930,0,2721-3279 Lake Washington Blvd S,Seattle,WA 98144,USA,7.970489664,47.5790769,-122.283756,0,952378.305,3
3032,3032,2014/6/24 0:00,4,3.75,3820,53574,0,3820,1,0,0,3,1994,0,14511 164th Ave NE,Woodinville,WA 98072,USA,6.022939574,47.7337125,-122.1212444,0,920956.3061,3
3033,3033,2014/6/24 0:00,4,2.5,3220,15600,1540,1680,1,0,0,5,1973,0,13 Cascade Key,Bellevue,WA 98006,USA,7.572847105,47.5687566,-122.1823372,0,1201902.329,3
3034,3034,2014/6/24 0:00,0,0,4810,28008,0,4810,2,0,0,3,1990,2009,20418 NE 64th Pl,Redmond,WA 98053,USA,6.840079568,47.6641253,-122.0692589,1,1120153.183,3
3035,3035,2014/6/24 0:00,5,4.75,6390,13180,1830,4560,2,0,0,3,1940,1996,1239 Parkside Dr E,Seattle,WA 98112,USA,7.299544197,47.6312052,-122.290863,1,2414210.682,3
3036,3036,2014/6/25 0:00,2,1,890,8100,0,890,1,0,0,3,1942,1999,13232 5th Ave SW,Burien,WA 98146,USA,6.157904115,47.4838643,-122.3402302,1,100298.9069,0
3037,3037,2014/6/25 0:00,3,1,1090,3264,0,1090,1,0,0,4,1969,0,11845 SE 319th Pl,Auburn,WA 98092,USA,7.388034278,47.3155304,-122.1819633,0,138503.1475,0
